page,tome,ID,cID
256,5,B631,C26363
256,5,B631,C26347
256,5,B631,C26350
256,5,B631,C26365
256,5,B631,C26364
256,5,B631,C26356
256,5,B631,C26357
286,6,B631,N16462
286,6,B631,C26362
286,6,B631,C26367
286,6,B631,C26359
287,6,B631,C26360
287,6,B631,C26361
287,6,B631,C26358
287,6,B631,C26348
287,6,B631,C26346
130,3,P8029,C26416
130,3,P8029,C26429
131,3,P8029,C26419
131,3,P8029,C26420
131,3,P8029,C26422
131,3,P8029,C26423
131,3,P8029,C26421
131,3,P8029,C26418
131,3,P8029,C26428
131,3,P8029,C26417
131,3,P8029,C26426
131,3,P8029,C26427
131,3,P8029,C26415
131,3,P8029,C26425
131,3,P8029,C26424
132,3,P8047,C26517
132,3,P8047,C26510
32,3,P8047,C26520
132,3,P8047,C26511
132,3,P8047,C26519
133,3,P8047,C26514
133,3,P8047,C26515
133,3,P8047,C26516
214,6,P8047,C26513
214,6,P8047,C26512
172,9,P8047,C26518
218,3,A213,C26686
218,3,A213,C26687
133,3,P8061,C26717
133,3,P8084,C26747
133,3,P8086,N16642
177,3,B636,N16654
133,3,P8102,C26813
133,3,P8108,C26971
172,8,P8108,C26973
172,8,P8108,C26970
174,9,P8108,C26972
134,3,P8204,C27272
134,3,P8204,C27273
134,3,P8211,N16933
134,3,P8211,C27289
134,3,P8211,C27287
134,3,P8211,C27288
134,3,P8211,C27290
134,3,P8211,C27291
135,3,P8219,C27300
135,3,P8226,N16953
212,4,P8226,N16954
212,4,P8226,C27311
212,4,P8226,C27312
239,7,P8226,C27310
135,3,P8257,C27433
135,3,P8257,C27434
135,3,P8257,C27435
135,3,P8257,C27436
135,3,P8261,N17038
135,3,P8261,C27440
135,3,P8261,C27439
213,4,P8261,N17040
218,3,A227,C28682
218,3,A227,C28661
218,3,A227,C28667
218,3,A227,C28671
219,3,A227,C28670
219,3,A227,C28673
219,3,A227,C28672
218,3,A227,C28690
218,3,A227,C28680
218,3,A227,C28674
218,3,A227,C28686
218,3,A227,C28691
218,3,A227,C28679
218,3,A227,C28689
219,3,A227,C28684
219,3,A227,C28664
219,3,A227,C28665
219,3,A227,C28688
219,3,A227,C28663
323,5,A227,C28687
323,5,A227,C28685
323,5,A227,C28677
324,5,A227,C28675
324,5,A227,C28676
324,5,A227,C28668
324,5,A227,N17759
275,9,A227,C28683
275,9,A227,C28669
275,9,A227,C28681
275,9,A227,C28660
275,9,A227,C28662
275,9,A227,C28692
275,9,A227,C28666
275,9,A227,C28678
135,3,P8268,C27449
135,3,P8268,C27448
135,3,P8268,C27450
135,3,P8268,C27451
219,3,A222,C27482
219,3,A222,C27481
136,3,P8628,C28876
218,4,P8628,C28874
218,4,P8628,C28875
136,3,P8311,C27533
136,3,P8311,C27534
136,3,P8334,C27617
136,3,P8334,C27618
136,3,P8340,C27624
136,3,P8347,N17173
136,3,P8348,N17174
138,3,P8429,C27898
138,3,P8429,C27897
138,3,P8429,C27899
138,3,P8475,C28239
139,3,P8513,C28335
178,3,B673,N17663
139,3,P8602,C28631
140,3,P8645,N17857
140,3,P8645,C28913
140,3,P8645,C28908
140,3,P8645,C28909
140,3,P8645,C28912
140,3,P8645,C28910
140,3,P8645,C28911
178,3,B698,N18031
141,3,P8721,C29213
141,3,P8721,C29211
141,3,P8721,C29217
141,3,P8721,C29209
141,3,P8721,C29207
141,3,P8721,C29212
141,3,P8721,C29210
141,3,P8721,C29215
141,3,P8721,C29216
141,3,P8721,C29208
141,3,P8721,C29214
141,3,P8721,C29218
179,3,B702,C29230
179,3,B702,C29229
141,3,P8738,C29339
141,3,P8738,C29340
141,3,P8738,C29338
141,3,P8743,C29369
141,3,P8748,C29394
141,3,P8748,C29392
142,3,P8748,C29393
142,3,P8748,C29395
142,3,P8748,C29396
142,3,P8750,N18141
142,3,P8750,C29401
142,3,P8750,C29399
142,3,P8750,C29403
142,3,P8750,C29397
142,3,P8750,C29398
142,3,P8750,C29402
142,3,P8750,C29400
142,3,P8756,N18148
142,3,P8756,C29409
142,3,P8765,C29433
142,3,P8771,C29451
142,3,P8771,C29452
142,3,P8771,C29453
142,3,P8777,C29463
142,3,P8799,N18250
142,3,P8799,C29541
142,3,P8799,C29538
142,3,P8799,C29539
142,3,P8799,C29540
142,3,P8799,C29537
143,3,P8799,C29536
143,3,P8799,C29542
230,4,P8799,C29534
230,4,P8799,C29535
179,3,B725,C29576
179,3,B725,C29577
143,3,P8877,C29835
143,3,P8877,C29834
143,3,P8880,N18430
143,3,P8880,C29838
143,3,P8880,C29839
144,3,P8880,C29840
144,3,P8880,C29842
210,5,P8880,C29841
143,3,P8881,C29843
143,3,P8881,C29844
144,3,P8901,N18461
144,3,P8901,C29888
144,3,P8901,C29887
144,3,P8901,C29891
144,3,P8901,C29884
144,3,P8901,C29890
144,3,P8901,C29895
144,3,P8901,C29885
144,3,P8901,C29896
144,3,P8901,C29886
144,3,P8901,C29897
144,3,P8901,C29893
144,3,P8901,C29894
144,3,P8901,C29889
144,3,P8901,C29892
144,3,P8930,C29949
144,3,P8930,C29950
144,3,P8935,C29952
145,3,P8946,C29964
145,3,P9133,C30465
145,3,P9133,C30466
145,3,P9133,C30467
145,3,P8999,C30075
146,3,P9009,C30094
146,3,P9009,C30095
146,3,P9009,C30096
146,3,P9018,C30113
213,5,P9018,C30114
268,7,P9018,C30111
268,7,P9018,C30112
224,3,A246,C30204
224,3,A246,C30205
224,3,A246,C30206
179,3,B739,N18769
179,3,B739,N18770
179,3,B739,C30320
179,3,B739,C30321
179,3,B739,C30319
179,3,B739,C30323
179,3,B739,C30324
179,3,B739,C30325
179,3,B739,C30326
179,3,B739,C30322
146,3,P9095,C30354
146,3,P9095,C30355
238,4,P9095,C30352
238,4,P9095,C30353
238,4,P9095,C30349
216,5,P9095,C30350
216,5,P9095,C30351
216,5,P9095,C30348
147,3,P9114,N18842
147,3,P9114,N18843
147,3,P9114,N18844
147,3,P9114,N18845
179,3,B748,C30456
262,5,B748,C30457
147,3,P9153,N18933
147,3,P9180,C30587
147,3,P9182,C30632
240,4,P9182,N18989
218,5,P9182,C30633
147,3,P9208,C30672
147,3,P9208,C30673
218,5,P9208,C30674
218,5,P9208,C30669
250,6,P9208,C30670
195,8,P9208,C30671
148,3,P9248,C30737
149,3,P9272,C30833
149,3,P9272,C30832
149,3,P9288,C30883
149,3,P9288,C30884
149,3,P9288,C30885
149,3,P9288,C30880
149,3,P9288,C30881
149,3,P9288,C30882
149,3,P9325,N19232
149,3,P9325,C30958
225,3,A256,C30994
150,3,P9361,C31040
150,3,P9362,C31041
207,9,P9362,C31042
151,3,P9380,C31076
151,3,P9380,C31077
180,3,B758,C31081
293,6,B758,N19325
151,3,P9408,C31455
151,3,P9408,C31456
151,3,P9408,C31457
151,3,P9410,C31462
151,3,P9410,C31459
151,3,P9410,C31463
151,3,P9410,C31464
246,4,P9410,C31460
246,4,P9410,C31461
151,3,P9444,C31577
152,3,P9444,C31578
152,3,P9444,C31579
152,3,P9446,C31585
152,3,P9446,C31589
152,3,P9446,C31587
152,3,P9446,C31588
152,3,P9446,C31583
152,3,P9446,C31584
152,3,P9446,C31586
152,3,P9465,C31663
152,3,P9471,C31671
153,3,P9471,C31670
153,3,P9471,C31672
153,3,P9471,C31673
152,3,P9472,C31674
152,3,P9473,C31675
153,3,P9474,C31676
153,3,P9475,C31677
153,3,P9488,C31710
153,3,P9488,C31705
153,3,P9488,C31706
153,3,P9488,C31707
153,3,P9488,C31708
153,3,P9488,C31709
153,3,P9501,C31734
153,3,P9513,C31747
153,3,P9513,C31748
153,3,P9513,C31749
153,3,P9513,C31746
153,3,P9513,C31750
153,3,P9513,C31751
153,3,P9524,C31790
154,3,P9524,C31791
154,3,P9524,C31792
154,3,P9544,N19695
181,3,B782,N19881
181,3,B783,C32114
155,3,P9656,C32124
155,3,P9656,C32125
156,3,P9676,C32161
156,3,P9693,N19933
157,3,P9786,C32422
157,3,P9786,C32388
157,3,P9786,C32404
157,3,P9786,C32416
157,3,P9786,C32387
157,3,P9786,C32414
157,3,P9786,C32386
157,3,P9786,C32390
157,3,P9786,C32391
157,3,P9786,C32389
157,3,P9786,C32400
157,3,P9786,C32415
157,3,P9786,C32397
157,3,P9786,C32413
157,3,P9786,C32412
157,3,P9786,C32399
157,3,P9786,C32418
158,3,P9786,C32409
158,3,P9786,C32403
158,3,P9786,C32398
158,3,P9786,C32419
158,3,P9786,C32394
158,3,P9786,C32384
158,3,P9786,C32420
158,3,P9786,C32417
252,4,P9786,C32408
252,4,P9786,C32385
252,4,P9786,C32406
252,4,P9786,C32402
252,4,P9786,C32410
252,4,P9786,C32423
252,4,P9786,C32407
252,4,P9786,C32401
252,4,P9786,C32395
252,4,P9786,C32396
252,4,P9786,C32411
253,4,P9786,C32405
253,4,P9786,C32421
253,4,P9786,C32393
253,4,P9786,C32392
158,3,P9794,N20084
158,3,P9801,C32468
158,3,P9801,C32466
158,3,P9801,C32467
158,3,P9804,C32472
181,3,B791,C32485
181,3,B791,C32486
181,3,B791,C32487
181,3,B791,C32488
1,3,P6,C5
1,3,P18,C57
1,3,P18,C61
1,3,P18,C62
1,3,P18,C59
1,3,P18,C60
1,3,P18,C58
1,3,P18,C55
1,3,P18,C56
1,3,P21,C137
1,3,P21,C138
2,3,P41,C286
2,3,P41,C287
2,3,P41,C285
2,3,P41,C284
1,3,P43,C288
1,3,P43,C289
2,3,P45,C296
2,3,P45,C297
2,3,P45,C295
2,3,P45,C293
4,4,P45,C294
1,5,P45,C298
1,5,P45,C299
1,5,P45,C292
2,3,P60,C348
3,3,P136,C685
3,3,P148,C1681
3,3,P148,C1682
4,3,P159,N556
4,3,P168,N596
5,5,P168,C1806
4,3,P165,C1803
4,3,P169,C1809
4,3,P169,C1807
4,8,P169,C1808
4,3,P181,C1826
4,3,P181,C1827
4,3,P198,C1851
5,3,P219,C1989
5,3,P219,C1990
5,3,P219,C1991
9,4,P219,C1987
9,4,P219,C1988
5,3,P226,C1998
6,3,P260,C2066
162,3,B62,C2080
7,3,P330,C2247
7,3,P330,C2249
7,3,P330,C2248
7,3,P333,C2260
7,3,P333,C2261
7,3,P333,C2265
7,3,P333,C2259
11,4,P333,C2262
7,5,P333,C2264
7,5,P333,C2263
11,7,P333,N876
7,3,P380,N940
11,4,P380,C2343
8,3,P424,C2452
8,3,P424,C2453
8,3,P424,C2454
8,3,P450,C2500
13,4,P450,C2501
13,4,P450,C2499
8,3,P457,C2505
8,3,P473,C2531
9,3,P530,C2654
9,3,P530,C2657
9,3,P530,C2655
9,3,P530,C2656
10,3,P547,C2689
10,3,P553,C2711
10,3,P553,C2710
10,3,P553,C2707
10,3,P553,C2709
10,3,P553,C2708
17,7,P553,C2712
10,3,P575,C2747
10,3,P575,C2748
12,3,P648,C3093
13,3,P1530,C5414
13,3,P692,C3188
13,3,P695,C3190
14,3,P711,C3225
14,3,P803,C3396
163,3,B72,C3402
163,3,B72,C3403
163,3,B72,C3404
163,3,B72,C3405
14,3,P811,N1717
14,3,P811,N1718
15,3,P835,C3562
16,3,P869,N1858
22,9,P869,N1859
17,3,P942,C3796
17,3,P961,C3828
17,3,P961,C3827
18,3,P1014,N2090
19,3,P1075,C4091
35,4,P1075,C4092
20,3,P1097,C4153
20,3,P1114,C4181
20,3,P1171,C4353
20,3,P1185,C4381
38,4,P1185,C4380
38,4,P1185,C4379
38,4,P1185,C4377
28,5,P1185,C4376
28,5,P1185,C4382
28,5,P1185,C4378
28,5,P1185,C4383
28,5,P1185,C4384
31,8,P1185,C4385
21,3,P1236,C4490
21,3,P1236,C4491
21,3,P1236,C4489
21,3,P1239,C4495
21,3,P1239,C4493
29,5,P1239,C4494
34,6,P1239,C4496
21,3,P1286,C4622
22,3,P1322,C4680
22,3,P1344,C4715
23,3,P1362,N2756
23,3,P1389,C4828
23,3,P1402,C4878
23,3,P1426,C4918
25,3,P1566,N3214
25,3,P1590,C5547
25,3,P1617,C5643
25,3,P1638,C5713
26,3,P1650,C5729
26,3,P1654,C5732
26,3,P1660,C5738
26,3,P1682,C5768
26,3,P1682,C5769
26,3,P1687,C5779
27,3,P1767,C5960
27,3,P1789,C5992
28,3,P1827,C6231
28,3,P1827,C6232
29,3,P1858,C6295
29,3,P1858,C6294
29,3,P1875,C6353
29,3,P1875,C6354
52,4,P1875,C6351
52,4,P1875,C6352
29,3,P1905,C6542
30,3,P1946,C6613
30,3,P1976,C6670
30,3,P1990,C6706
30,3,P2015,C6760
30,3,P2023,C6778
30,3,P2023,C6779
30,3,P2023,C6777
30,3,P2030,C6791
30,3,P2030,C6792
31,3,P2054,C6892
31,3,P2076,C6937
31,3,P2077,C6939
31,3,P2158,C7055
31,3,P2158,C7054
31,3,P2158,C7053
31,3,P2158,C7052
32,3,P2115,N4205
32,3,P2118,C6983
32,3,P2118,C6982
32,3,P2118,C6978
32,3,P2118,C6979
32,3,P2118,C6981
32,3,P2118,C6980
32,3,P2130,C6994
32,3,P2130,C6995
32,3,P2130,C6996
32,3,P2180,C7121
32,3,P2180,C7123
33,3,P2180,C7122
33,3,P2180,C7124
33,3,P2200,C7178
33,3,P2453,N5070
33,3,P2453,N5071
33,3,P2251,C7287
33,3,P2251,C7286
164,3,B111,C8407
164,3,B111,C8408
34,3,P2286,C8444
60,4,P2286,C8448
60,4,P2286,C8446
52,5,P2286,C8445
52,5,P2286,C8447
34,3,P2303,C8564
35,3,P2405,C8798
164,3,B122,C8860
36,3,P2439,C8874
37,3,P2512,C9089
37,3,P2512,C9088
48,3,P2596,C9344
48,3,P2620,C9383
48,3,P2619,C9382
38,3,P2667,C9566
38,3,P2667,C9567
38,3,P2672,C9578
38,3,P2672,C9579
38,3,P2683,C9594
60,5,P2683,C9593
60,5,P2683,C9592
39,3,P2737,C9757
40,3,P2741,C9765
40,3,P2741,C9764
40,3,P2741,C9774
40,3,P2741,C9766
40,3,P2741,C9771
40,3,P2741,C9772
40,3,P2741,C9773
70,4,P2741,N5666
62,5,P2741,C9767
59,9,P2741,C9769
59,9,P2741,C9763
59,9,P2741,C9768
59,9,P2741,C9770
165,3,B131,C9815
165,3,B131,C9816
165,3,B131,C9817
41,3,P2812,C9909
41,3,P2812,C9910
42,3,P2844,C10096
42,3,P2844,C10097
43,3,P2887,C10171
44,3,P2919,C10263
44,3,P2919,C10261
44,3,P2919,C10264
44,3,P2919,C10262
44,3,P2920,C10266
44,3,P2920,C10265
48,3,P2927,C10309
48,3,P2927,C10310
44,3,P2947,C10372
44,3,P2947,C10373
44,3,P2956,C10388
46,3,P3022,N6237
49,3,P3114,C10882
50,3,P3168,C11082
50,3,P3156,C11067
50,3,P3171,C11085
50,3,P3189,C11117
51,3,P3254,C11418
51,3,P3266,C11458
53,3,P3318,C11693
53,3,P3318,C11692
53,3,P3318,C11690
53,3,P3318,C11698
53,3,P3318,C11699
91,4,P3318,C11694
91,4,P3318,C11691
91,4,P3318,C11695
91,4,P3318,C11696
91,4,P3318,C11689
91,4,P3318,C11697
54,3,P3344,N7000
54,3,P3344,C11760
54,3,P3344,C11761
54,3,P3344,C11762
55,3,P3378,C11882
55,3,P3378,C11883
55,3,P3378,C11884
55,3,P3378,C11885
55,3,P3391,C11934
56,3,P3454,C12090
56,3,P3462,C12101
56,3,P3462,C12102
57,3,P3465,C12119
57,3,P3465,C12117
84,5,P3465,C12118
84,5,P3465,C12121
84,5,P3465,C12120
58,3,P3544,C12426
58,3,P3544,C12422
58,3,P3544,C12424
87,5,P3544,C12425
99,6,P3544,C12421
112,7,P3544,C12423
112,7,P3544,C12427
58,3,P3560,C12446
59,3,P3607,C12558
59,3,P3607,C12559
61,3,P3696,C12927
61,3,P3696,C12928
61,3,P3718,C13262
62,3,P3726,C13294
62,3,P3729,C13301
62,3,P3736,C13316
104,4,P3736,C13315
104,4,P3736,C13318
104,4,P3736,C13319
90,5,P3736,C13317
90,5,P3736,C13313
90,5,P3736,C13312
103,6,P3736,C13310
103,6,P3736,C13311
103,6,P3736,C13309
81,8,P3736,C13320
85,9,P3736,N7987
85,9,P3736,C13321
85,9,P3736,C13314
63,3,P4064,C14633
63,3,P3828,C13578
63,3,P3845,C13647
63,3,P3845,C13648
64,3,P3862,C13936
65,3,P3883,C14029
168,3,B217,N8732
168,3,B217,N8733
68,3,P4074,C14649
68,3,P4074,C14650
68,3,P4074,C14648
69,3,P4108,C14770
69,3,P4108,C14771
69,3,P4108,C14772
70,3,P4112,C14776
70,3,P4133,C14872
70,3,P4161,C14961
70,3,P4175,C15043
70,3,P4175,C15042
71,3,P4188,C15063
71,3,P4191,N9031
72,3,P4255,C15199
73,3,P4365,C15430
73,3,P4370,C15447
73,3,P4370,C15449
73,3,P4370,C15448
73,3,P4379,C15461
73,3,P4388,C15575
73,3,P4407,C15664
73,3,P4407,C15657
74,3,P4407,C15659
74,3,P4407,C15662
74,3,P4407,C15665
74,3,P4407,C15654
74,3,P4407,C15663
74,3,P4407,C15661
74,3,P4407,C15658
74,3,P4407,C15652
74,3,P4407,C15656
119,4,P4407,N9399
119,4,P4407,C15655
119,4,P4407,C15660
124,6,P4407,C15666
100,9,P4407,C15653
74,3,P4419,C15704
119,4,P4419,C15707
119,4,P4419,C15705
105,5,P4419,C15703
105,5,P4419,C15706
74,3,P4450,C15756
75,3,P4452,C15758
75,3,P4452,C15759
75,3,P4455,C15761
75,3,P4481,C15812
75,3,P4528,N9592
75,3,P4528,N9593
75,3,P4528,C15886
76,3,P4558,C15928
76,3,P4558,C15929
76,3,P4562,C15934
121,4,P4562,C15933
76,3,P4580,C15974
76,3,P4580,C15973
76,3,P4599,C16003
76,3,P4611,C16050
77,3,P4645,N9744
77,3,P4669,C16128
79,3,P4909,C16819
79,3,P4828,C16477
79,3,P4828,C16476
79,3,P4828,C16475
79,3,P4828,C16478
80,3,P4840,C16529
80,3,P4850,C16553
80,3,P4858,C16625
80,3,P4887,C16686
80,3,P4887,C16683
80,3,P4887,C16684
80,3,P4887,C16685
83,3,P5037,C17546
83,3,P5040,C17551
83,3,P5040,C17552
132,4,P5040,C17550
206,3,A164,C17635
207,3,A164,C17634
307,4,A164,C17636
104,3,P5127,C18026
85,3,P5140,C18111
85,3,P5141,N10992
87,3,P5156,N11022
88,3,P5165,C18198
94,3,P5194,N11145
94,3,P5194,C18321
96,3,P5199,N11156
98,3,P5213,N11218
98,3,P5220,C18608
100,3,P5223,C18634
83,3,P5238,C18648
83,3,P5238,C18649
83,3,P5238,C18650
84,3,P5253,C18676
84,3,P5253,C18678
116,9,P5253,C18677
116,9,P5253,C18675
84,3,P5263,C18686
87,3,P5385,C18923
87,3,P5399,N11512
88,3,P5445,C19084
88,3,P5450,C19090
89,3,P5491,C19228
90,3,P5522,C19299
90,3,P5522,C19298
90,3,P5543,C19333
91,3,P5572,C19401
91,3,P5631,N11882
92,3,P5674,N11935
92,3,P5698,C19603
94,3,P5740,C19715
94,3,P5740,C19716
94,3,P5757,C19738
94,3,P5757,C19737
94,3,P5758,C19739
94,3,P5781,C19770
95,3,P5910,C20010
95,3,P5910,C20012
95,3,P5910,C20013
95,3,P5910,C20011
98,3,P5950,C20123
98,3,P5950,C20124
98,3,P5950,C20128
152,4,P5950,C20125
152,4,P5950,C20126
152,4,P5950,C20127
100,3,P6079,C20366
100,3,P6092,C20660
100,3,P6092,C20661
100,3,P6110,C20724
101,3,P6131,C20775
101,3,P6176,C20892
102,3,P6207,C20928
103,3,P6259,C21068
103,3,P6271,C21128
103,3,P6271,C21129
105,3,P6357,C21301
105,3,P6370,C21311
106,3,P6421,C21561
106,3,P6421,C21562
106,3,P6447,C21602
106,3,P6447,C21603
106,3,P6447,C21604
194,7,P6447,C21601
139,8,P6447,C21605
139,8,P6447,C21606
106,3,P6460,C21623
106,3,P6460,C21622
106,3,P6460,C21621
107,3,P6485,C21699
107,3,P6485,C21700
107,3,P6510,C21735
107,3,P6510,C21736
107,3,P6510,C21737
107,3,P6529,C21826
107,3,P6529,C21827
108,3,P6544,N13664
108,3,P6576,C21947
108,3,P6576,C21946
211,3,A176,C22028
211,3,A176,C22029
211,3,A176,C22030
109,3,P6651,C22148
109,3,P6651,C22147
109,3,P6661,C22164
109,3,P6672,C22178
109,3,P6673,C22179
109,3,P6677,C22184
110,3,P6695,N13886
110,3,P6700,C22216
110,3,P6700,C22215
171,4,P6700,C22218
149,9,P6700,C22217
110,3,P6704,C22232
110,3,P6704,C22227
110,3,P6704,C22234
110,3,P6704,C22228
172,4,P6704,C22229
172,4,P6704,C22230
172,4,P6704,C22233
180,6,P6704,C22226
143,8,P6704,C22231
110,3,P6708,C22239
180,6,P6708,C22238
200,7,P6708,C22237
110,3,P6711,C22280
110,3,P6711,C22281
110,3,P6716,C22289
161,5,P6716,C22288
161,5,P6716,C22290
161,5,P6716,C22293
161,5,P6716,C22291
161,5,P6716,C22292
110,3,P6719,C22298
110,3,P6719,C22299
110,3,P6721,C22301
110,3,P6721,C22300
110,3,P6728,N13960
111,3,P6789,C22541
111,3,P6789,C22536
174,4,P6789,C22542
174,4,P6789,C22537
163,5,P6789,C22540
145,8,P6789,C22535
145,8,P6789,C22538
145,8,P6789,C22534
145,8,P6789,C22557
146,8,P6789,C22546
146,8,P6789,C22558
146,8,P6789,C22533
146,8,P6789,C22532
146,8,P6789,C22544
146,8,P6789,C22559
146,8,P6789,C22553
146,8,P6789,C22554
146,8,P6789,C22550
146,8,P6789,C22543
146,8,P6789,C22547
146,8,P6789,C22549
146,8,P6789,C22551
146,8,P6789,C22552
146,8,P6789,C22555
146,8,P6789,C22560
147,8,P6789,C22539
147,8,P6789,C22545
147,8,P6789,C22556
147,8,P6789,C22548
147,8,P6789,C22561
112,3,P6811,C22614
175,4,P6811,C22615
112,3,P6813,C22619
175,4,P6813,C22618
112,3,P6848,C22693
112,3,P6855,C22715
114,3,P6878,C22875
114,3,P6948,N14417
173,3,B575,N15239
114,3,P6978,C23064
116,3,P7430,C24254
116,3,P7064,C23284
117,3,P7092,C23414
117,3,P7117,N14763
117,3,P7117,C23506
118,3,P7124,N14774
192,6,P7124,C23524
118,3,P7161,C23573
118,3,P7184,C23609
118,3,P7203,C23652
118,3,P7203,C23653
118,3,P7203,C23654
118,3,P7203,C23656
118,3,P7203,C23655
118,3,P7203,C23657
118,3,P7203,C23658
118,3,P7210,C23665
118,3,P7210,C23666
119,3,P7215,C23672
119,3,P7215,C23686
119,3,P7215,C23673
119,3,P7215,C23684
119,3,P7215,C23671
119,3,P7215,C23678
119,3,P7215,C23676
184,4,P7215,C23677
184,4,P7215,C23679
184,4,P7215,C23683
184,4,P7215,C23674
184,4,P7215,C23685
184,4,P7215,C23680
184,4,P7215,C23675
184,4,P7215,C23682
184,4,P7215,C23681
118,3,P7235,N14921
118,3,P7243,C23737
118,3,P7249,C23742
118,3,P7249,C23743
118,3,P7253,C23745
118,3,P7269,C23781
118,3,P7279,C23789
120,3,P7303,C23844
120,3,P7346,C23954
120,3,P7346,C23955
120,3,P7358,C23981
120,3,P7358,C23982
120,3,P7358,C23980
120,3,P7360,C23983
121,3,P7360,C23984
121,3,P7361,C23985
121,3,P7373,C24002
122,3,P7410,C24097
122,3,P7437,C24267
122,3,P7437,C24269
122,3,P7437,C24266
122,3,P7437,C24268
122,3,P7451,C24294
122,3,P7451,C24295
122,3,P7451,C24293
122,3,P7463,C24312
122,3,P7463,C24310
122,3,P7463,C24313
122,3,P7463,C24311
191,4,P7463,N15302
191,4,P7463,N15303
191,4,P7463,C24309
174,3,B578,C24342
269,4,B578,C24341
253,5,B578,C24339
234,9,B578,C24340
123,3,P7536,N15402
123,3,P7546,C24429
123,3,P7546,C24430
123,3,P7546,C24428
123,3,P7546,C24431
175,3,B598,C25184
124,3,P7604,C25222
124,3,P7608,C25280
124,3,P7611,C25282
125,3,P7621,C25297
125,3,P7627,C25310
125,3,P7638,C25380
125,3,P7651,C25471
126,3,P7660,C25483
126,3,P7683,C25532
126,3,P7683,C25531
126,3,P7683,C25533
126,3,P7683,C25534
126,3,P7710,C25587
126,3,P7716,C25598
126,3,P7716,C25596
126,3,P7716,C25597
127,3,P7771,C25690
127,3,P7789,C25715
127,3,P7789,C25714
128,3,P7846,N16132
128,3,P7846,N16133
128,3,P7846,N16134
129,3,P8144,C27056
176,3,B619,C25948
239,9,B619,C25949
129,3,P7892,C26028
129,3,P7898,C26047
130,3,P7927,C26117
132,3,P7990,C26290
132,3,P7990,C26291
132,3,P7987,C26286
204,4,P7987,C26279
186,5,P7987,C26276
186,5,P7987,C26282
186,5,P7987,C26283
186,5,P7987,C26284
212,6,P7987,C26287
212,6,P7987,C26271
212,6,P7987,C26285
231,7,P7987,C26275
231,7,P7987,C26281
232,7,P7987,C26272
232,7,P7987,C26273
232,7,P7987,C26274
169,8,P7987,C26277
169,8,P7987,C26280
169,8,P7987,C26278
171,9,P7987,C26288
133,3,P8067,C26724
133,3,P8067,C26726
133,3,P8067,C26725
133,3,P8117,C27001
133,3,P8117,C27000
215,6,P8117,C26998
235,7,P8117,C26999
133,3,P8118,C27002
133,3,P8095,C26785
133,3,P8105,C26959
134,3,P8173,C27100
134,3,P8190,C27221
134,3,P8190,C27224
134,3,P8190,C27217
134,3,P8190,C27222
134,3,P8190,C27223
134,3,P8190,C27218
134,3,P8190,C27219
134,3,P8190,C27220
135,3,P8251,C27412
212,4,P8251,C27411
135,3,P8616,C28743
135,3,P8616,C28745
135,3,P8616,C28744
177,3,B662,C27471
273,4,B662,C27470
273,4,B662,C27473
273,4,B662,C27474
273,4,B662,C27472
136,3,P8292,C27493
136,3,P8307,C27520
192,5,P8307,C27519
220,6,P8307,C27524
220,6,P8307,C27526
220,6,P8307,C27522
220,6,P8307,C27518
243,7,P8307,C27521
243,7,P8307,N17105
243,7,P8307,C27523
243,7,P8307,C27528
243,7,P8307,C27529
243,7,P8307,C27525
243,7,P8307,C27516
243,7,P8307,C27517
180,9,P8307,C27527
136,3,P8321,C27598
136,3,P8338,N17163
136,3,P8344,C27629
136,3,P8345,C27630
137,3,P8351,C27636
137,3,P8351,C27646
137,3,P8351,C27648
219,4,P8351,C27637
219,4,P8351,C27644
193,5,P8351,N17181
221,6,P8351,C27641
221,6,P8351,C27639
221,6,P8351,C27647
221,6,P8351,C27643
243,7,P8351,C27635
243,7,P8351,C27642
243,7,P8351,C27649
243,7,P8351,C27638
177,8,P8351,C27640
181,9,P8351,C27645
137,3,P8379,C27693
137,3,P8382,C27696
137,3,P8385,C27708
138,3,P8438,C27909
138,3,P8491,N17505
138,3,P8505,C28284
139,3,P8505,C28283
139,3,P8523,N17569
139,3,P8571,C28442
139,3,P8579,C28482
139,3,P8598,C28626
139,3,P8598,C28628
139,3,P8598,C28627
178,3,B680,C28920
178,3,B680,C28921
178,3,B680,C28927
178,3,B680,C28923
178,3,B680,C28925
178,3,B680,C28929
178,3,B680,C28922
178,3,B680,C28926
178,3,B680,C28928
289,6,B680,C28924
141,3,P8708,C29136
141,3,P8735,N18112
141,3,P8735,C29333
141,3,P8735,C29334
140,3,P8816,C29590
143,3,P8834,C29692
143,3,P8834,C29693
143,3,P8834,C29694
143,3,P8860,C29799
143,3,P8860,C29801
143,3,P8860,C29800
143,3,P8864,C29807
144,3,P8929,C29947
144,3,P8929,C29948
145,3,P8942,C29960
145,3,P8968,C30013
145,3,P8968,C30014
145,3,P9002,C30080
145,3,P9002,C30081
145,3,P9002,C30079
145,3,P9002,C30082
146,3,P9012,C30098
146,3,P9014,C30101
146,3,P9014,C30100
146,3,P9014,C30103
146,3,P9014,C30104
146,3,P9014,C30102
146,3,P9031,C30156
146,3,P9046,C30174
179,3,B734,C30177
147,3,P9099,C30361
270,7,P9099,C30362
147,3,P9104,C30395
147,3,P9121,C30427
147,3,P9121,C30426
147,3,P9128,C30451
