page	contenu	tome	ID	cID	lieu	test_lieu
118	Font marcher la forge de Rancogne qui appartient à monsieur de Logivière.	4	P4835	C17845	['Rancogne', 'Logivière']	Rancogne,Logivière
119	Originaire de Marennes. Habitant la Guadeloupe régisseur de la propriété de la famille de l'Estry (Lestrille), affaires de succession.	4	P4859	C17967	['Marennes', 'Guadeloupe', 'Estry', 'Lestrille']	Marennes,Guadeloupe,Estry,Lestrille
120	Enseigne de la compagnie de Dulau. En congé de trois mois pour faire des recrues.	4	P4902	C18053	['Dulau']	Dulau
120	A commandé une compagnie de 1709, à Plaisance.	4	P4902	C18044	['Plaisance']	Plaisance
105	Commandant le Ludlow, n'a pas nourri les officiers pendant l'armement, réclamation de l'aumônier Adam.	5	P4902	C18050	['Ludlow']	Ludlow
106	Doit partir pour Saint-Domingue, doit lever 15 recrues.	5	P4902	C18052	['Saint-Domingue']	Saint-Domingue
106	Le Comte de Saint-Pierre demande qu'il lui forme une compagnie de 30 hommes pour son établissement des iles Saint-Jean.	5	P4902	C18054	['iles Saint-Jean']	iles Saint-Jean
106	Chargé de l'établissement de l'ile Saint-Jean, lui remettre 8 canons de fer, conditions.	5	P4902	C18049	['ile Saint-Jean']	ile Saint-Jean
106	A demandé que sa compagnie fut du nombre des trois qui doivent passer à Saint-Domingue, il l'a complétée.	5	P4902	C18045	['Saint-Domingue']	Saint-Domingue
121	Commis de messieurs les trésoriers généraux de la Marine à Rochefort.	4	P4979	C18209	['Rochefort']	Rochefort
97	accompagnera M. La Condamine, au Pérou.	8	P4979	C18211	['Pérou']	Pérou
121	Accusée de mauvaise conduite. Sa sœur madame de Longé, a obtenu l'ordre du Roi de la faire rentrer en France.	4	P5008	C18268	['France']	France
122	Lieutenant de frégate, faisant les fonctions de capitaine de port à Bayonne, décédé.	4	P5026	C18299	['Bayonne']	Bayonne
122	La veuve du sieur de Grimouville enseigne de vaisseau, obtient une pension de 150 livres pour elle et pour sa fille.	4	P5050	C18349	['Grimouville']	Grimouville
122	Ci-devant cuisinier sur le Caventry.  A fait une déposition grave contre monsieur de Villantrays.	4	P5065	C18377	['Caventry', 'Villantrays']	Caventry,Villantrays
109	Maître pilote entretenu, embarque sur la flûte la Charente.	5	P5072	C18428	['Charente']	Charente
99	pilote à Rochefort, demande à envoyer comment soldat aux colonies, son fils qui a une mauvaise conduite.	8	P5072	C18433	['Rochefort']	Rochefort
99	le Roi a expédié son ordre qui destine le fils Grossier à servir le reste de ses jours dans les troupes du Canada et sera embarqué sur le Rubis.	8	P5072	C18431	['Canada']	Canada
123	Maitre de barque du Concarneau. Appelé à Rochefort pour déposer dans l'affaire Bilbault.	4	P5091	C18456	['Concarneau', 'Rochefort']	Concarneau,Rochefort
124	Marchand de Rochefort, avait proposé d'armer la Vénus en course. Refusé.	4	P5114	C18493	['Vénus']	Vénus
125	Au sujet des fortifications du pays d'Aunis.	4	P5217	C18708	['Aunis']	Aunis
129	De Bordeaux.Fournisseur de la Marine.	4	P5381	C19236	['Bordeaux.Fournisseur de la Marine']	Bordeaux.Fournisseur de la Marine
114	Capitaine de vaisseau, ancien gouverneur de la Martinique, reprend son service à Rochefort.	5	P5384	C19239	['Martinique', 'Rochefort']	Martinique,Rochefort
107	nommé enseigne de compagnie d’infanterie aux îles du Vent.	7	P5384	C19247	['îles du Vent']	îles du Vent
107	nommé enseigne de compagnie d’infanterie aux îles du Vent.	7	P5384	C19248	['îles du Vent']	îles du Vent
130	Lettre du curé Iché, archiprêtre de Corme Royal	4	P5417	C19639	['Corme Royal']	Corme Royal
132	Est en Poitou	4	P5519	C20101	['Poitou']	Poitou
132	Pilote lamaneur de La Tremblade.	4	P5566	C20209	['La Tremblade']	La Tremblade
132	La flûte la Loire lui est accordé.	4	P5567	C20210	['Loire']	Loire
108	Mme et ses deux filles, obtiennent leur passage pour la Martinique à bord de l’Oron.	8	P5567	C20213	['Martinique', 'Oron']	Martinique,Oron
133	Lieutenant de compagnie,faisant les fonctions d'ingénieur à l'Acadie. Se plaint d'avoir été arrêté injustement et accuse monsieur de Subercaze au sujet de l'administration des fonds. Affaire à examiner avec soin.	4	P5744	C21389	['Acadie', 'Subercaze']	Acadie,Subercaze
134	Intendant de la généralité de Caen.	4	P5797	C21514	['Caen']	Caen
136	Ingénieur, sert à Rochefort.	4	P5848	C21622	['Rochefort']	Rochefort
136	Lieutenant général garde-côte à l'île de Ré. 	4	P5859	C21651	['Ré.']	Ré.
136	Veut échanger la capitainerie pour celle de Grancamp en Basse-Normandie.	4	P5885	C21717	['Grancamp', 'Basse-Normandie']	Grancamp,Basse-Normandie
138	Rassemble un conseil d'office pour discuter s'il convient d'obliger les capitaines de vaisseau de Sa Majest et des particuliers à mouiller à l'ile d'Aix et de leur défendre de rester à celle de La Pallice, afin d'éviter que les corsaires ne viennent les y attaquer.	4	P5987	C22087	['Aix', 'La Pallice']	Aix,La Pallice
138	Rassemble un conseil d'office pour discuter s'il convient d'obliger les capitaines de vaisseau de Sa Majest et des particuliers à mouiller à l'ile d'Aix et de leur défendre de rester à celle de La Pallice, afin d'éviter que les corsaires ne viennent les y attaquer.	4	P5987	C22088	['Aix', 'La Pallice']	Aix,La Pallice
138	Le ministre trouve qu'il veut trop atténuer les fautes qu'a commises monsieur de Fouras, à Cayenne.	4	P5987	C22082	['Fouras', 'Cayenne']	Fouras,Cayenne
138	Chef d'escadre des armées navales du Roi, commandant à Rochefort.L'intendant a le pas sur lui, réglement de 1689.	4	P5987	C22069	['Rochefort']	Rochefort
138	Chef d'escadre des armées navales du Roi, commandant à Rochefort.L'intendant a le pas sur lui, réglement de 1689.	4	P5987	C22070	['Rochefort']	Rochefort
139	Invité à amener son fils à Rochefort.	4	P5987	C22077	['Rochefort']	Rochefort
139	Il embarque sur l'Africain.	4	P5987	C22076	['Africain']	Africain
139	En 1710, commandait le vaisseau le Modéré, s'est chargé à Saint Domingue d'une casette remplie d'or et d'argent pour le sieur Meret, de La Rochelle.	4	P5987	C22074	['Saint Domingue', 'La Rochelle']	Saint Domingue,La Rochelle
140	A conduit la Valeur de La Rochelle à Rochefort.	4	P6049	C22220	['Valeur de La Rochelle', 'Rochefort']	Valeur de La Rochelle,Rochefort
140	Chargé de la vente des offices du gouverneurs lieutenants du roi et majors des villes du Royaume.	4	P6056	C22248	['Royaume']	Royaume
141	Se tient caché à La Rochelle. Le faire arrêter, à moins qu'il ne remette les effets du sieur Olive.	4	P6079	C22303	['La Rochelle']	La Rochelle
141	Le curé de Rochefort écrit au ministre que le sieur de La Madelène mêne une vie scandaleuse (affaire de mœurs).	4	P6108	C22384	['Rochefort']	Rochefort
142	Les avis donnés par le curé sont sans aucun fondement.	4	P6108	C22385	['Les']	Les
143	Armera en course le vaisseau l'Aigle.	4	P6128	C22434	['Aigle']	Aigle
143	Lui donner toutes facilités pour l'armement de l'Aigle. Le Roi lui donne le rang de lieutenant de vaisseau et lui permet de choisir des officiers pour servir avec lui.	4	P6128	C22437	['Aigle']	Aigle
143	Arrivé à La Rochelle sur le navire la Reine des Anges.	4	P6128	C22435	['La Rochelle']	La Rochelle
143	Aura le commandement du Ludlow.	4	P6128	C22436	['Ludlow']	Ludlow
143	Proposition que le sieur sieur de Lamarre de Can, capitaine de flûte, au roi, pour l'armement de la frégate de Sa Majesté le Ludlow pour le voyage à Cayenne.	4	P6128	C22438	['Cayenne']	Cayenne
144	Le Roi lui accorde le vaisseau le Fidèle pour l'armer en course dans les mers d'Europe. Lui donner toutes les facilités possibles pour l'armement.	4	P6163	C22522	['Europe']	Europe
144	Le Roi lui accorde le vaisseau le Fidèle pour l'armer en course dans les mers d'Europe. Lui donner toutes les facilités possibles pour l'armement.	4	P6163	C22523	['Europe']	Europe
145	Fait dresser une batterie à Talmont.	4	P6188	C22576	['Talmont']	Talmont
144	Belle-mère du sieur de Polignac.	4	P6182	C22568	['Polignac']	Polignac
137	Cabaretier à Rochefort, a adressé au Conseil un placet contre le sieur Dabadi.	5	P6252	C22740	['Rochefort']	Rochefort
137	Ci-devant habitant de l'Acadie, obtient son passage et celui de sa famille pour l'ile Royale.	5	P6252	C22741	['Acadie', 'ile Royale']	Acadie,ile Royale
146	Mémoire touchant l'affaire des sieurs de Lanoue et Legoux,héritiers du sieur de Beaugeay, contre Madame de Gabaret.	4	P6267	C22769	['Beaugeay']	Beaugeay
147	A épousé la veuve du sieur de Bonvoust.	4	P6317	C22860	['Bonvoust']	Bonvoust
149	Inspecteur des troupes de la Marine du département de Rochefort.	4	P6373	C23024	['département de Rochefort']	département de Rochefort
149	Inspecteur des troupes de la Marine du département de Rochefort.	4	P6373	C23025	['département de Rochefort']	département de Rochefort
149	Affaire d'interêt avec monsieur de Saujon.	4	P6373	C23021	['Saujon']	Saujon
149	Poursuivra les corsaires anglais sur nos côtes avec l'Aurore et l'Etoile.	4	P6384	C23046	['Aurore', 'Etoile']	Aurore,Etoile
149	Pilote, de la paroisse de Dolus, à Oléron. Envoyé à Toulon.	4	P6389	C23056	['Dolus', 'Oléron', 'Toulon']	Dolus,Oléron,Toulon
140	De Bourcefranc, pilote, demande la place de maître d'hydrographie à Marennes, placet.	5	P6389	C23054	['Marennes']	Marennes
150	Ingénieur, sert à Rochefort.	4	P6419	C23117	['Rochefort']	Rochefort
152	Qui a acheté une charge d'archer, servira dans les Pyrénées auprès de monsieur de Montgrué.	4	P6521	C23406	['Pyrénées', 'Montgrué']	Pyrénées,Montgrué
153	Va prendre le gouvernement de Mamers.	4	P6542	C23487	['Mamers']	Mamers
154	Ci-devant officier au régiment d'infanterie de St Germain Beaupré. Habitant Labarde, près de Pons.  Doit 195 livres au major sieur de Parage. Le faire payer.	4	P6605	C23575	['Labarde', 'Pons', 'Parage']	Labarde,Pons,Parage
155	L'un des intéressés dans la classe de la grande et petite traite de La Rochelle.	4	P6666	C24011	['La Rochelle']	La Rochelle
156	Chirurgien, doit embarquer sur l'Aigle.	4	P6682	C24040	['Aigle']	Aigle
156	Gouverneur de Cayenne. Demande des charpentiers.	4	P6706	C24137	['Cayenne']	Cayenne
162	Madame de Logivière a le dessein de soutenir la forge de Rancogne.	4	P6977	C25550	['Rancogne']	Rancogne
162	Elle va se rendre à Rochefort pour une fourniture de 13 pièces de canons de fer.	4	P6977	C25543	['Rochefort']	Rochefort
162	Elle sert de caution au sieur de Saint-Hubert.	4	P6977	C25542	['Saint-Hubert']	Saint-Hubert
162	Fournit 12000 bombes au roi d'Espagne. Lui a faciliter le transport.	4	P6977	C25546	['Espagne']	Espagne
162	Ne pourra fournir que 2000 bombes par mois. Le ministre l'aidera dans sa fourniture, s'il en est besoin,en lui permettant d'emprunter des bombes dans l'arsenal de Rochefort.	4	P6977	C25552	['Rochefort']	Rochefort
162	Le ministre est mécontent  parce que les bombes qui sont à Rochefort,  sont de différents calibres et qu'il n'en faut que de 12 pouces.	4	P6977	C25547	['Rochefort']	Rochefort
162	Doit remplacer au plus tôt les bombes que l'arsenal de Rochefort lui a prétées.	4	P6977	C25540	['Rochefort']	Rochefort
164	Conseiller procureur du Roi, notaire royal à l'Acadie.	4	P7015	C25749	['Acadie']	Acadie
164	Lettre au ministre en faveur du sieur Vigaud, maitre d'hydrographie à Marennes.	4	P7025	C25764	['Marennes']	Marennes
166	Ecrivain de Marine. Remplace à Angoulême le sieur Luneau, en congé. Il est payé par ce dernier.	4	P7078	C25896	['Angoulême']	Angoulême
166	Ingénieur, sert à Rochefort.	4	P7094	C25940	['Rochefort']	Rochefort
166	Ingénieur, sert à Rochefort.	4	P7094	C25941	['Rochefort']	Rochefort
171	Tué dans un combat contre les anglais, à la côte de Guinée.	4	P7256	C26453	['Guinée']	Guinée
174	Réclame son fils enrolé de force pour les troupes coloniales et interné à Oléron.	4	P7399	C26931	['Oléron']	Oléron
202	Maître canonnier à Léogane, engagé pour 3 ans, à 600 livres par an, a fini son temps, demande à rentrer, le remplacer.	7	P7424	C27020	['Léogane']	Léogane
202	Maître canonnier à Léogane, engagé pour 3 ans, à 600 livres par an, a fini son temps, demande à rentrer, le remplacer.	7	P7424	C27021	['Léogane']	Léogane
175	Habitant de Québec.	4	P7425	C27022	['Québec']	Québec
177	Réponse très raide à monsieur de Surgères.	4	P7514	C27364	['Surgères']	Surgères
178	Demande la Nymphe pour aller faire la traite à la côte du Brésil.	4	P7514	C27352	['Brésil']	Brésil
178	Lettre au ministre dans laquelle il dit qu'il a été longtemps retenu en prison par les portugais à Rio de Janeiro et qu'il a appris à connaitre le pays et ses  semenses .En armant la Nymphe, il a l'intention de faire la carte des côtes du Brésil.	4	P7514	C27359	['Rio de Janeiro', 'Brésil']	Rio de Janeiro,Brésil
185	Promu chevalier de Saint-Louis.	6	P7514	C27363	['Saint-Louis']	Saint-Louis
178	Doit passer à Saint-Domingue.	4	P7537	C27408	['Saint-Domingue']	Saint-Domingue
178	Doit passer à la Martinique,capitaine de vaisseau en 1710. Gouverneur de la Grenade en 1711. Paiement de ses appointements.	4	P7537	C27409	['la Martinique', 'la Grenade']	la Martinique,la Grenade
178	Le ministre est surpris d'apprendre ,par monsieur de Phillypeau, que monsieur de Maupéon  avait amené avec lui à la Martinique, une jeuene fille, une gouvernante et une personne qui, selon, toutes les apparences, est la mère de la jeune fille. Comment la chose ne lui a-t-elle pas été signalée au départ de La Rochelle.	4	P7537	C27412	['Martinique', 'La Rochelle']	Martinique,La Rochelle
180	Sergent de la compagnie de Chaon. Recommandé par la comtesse de Moinens pour avoir une place de capitaine d'armes.	4	P7640	C27676	['Chaon', 'Moinens']	Chaon,Moinens
181	Demande à passer à Brest, en remplacement d'un autre chirurgien entretenu décédé. On peut lui accordé en congé, mais pas le changement de port.	4	P7652	C27700	['Brest']	Brest
181	Passera chirurgien entretenu à Brest.	4	P7652	C27701	['Brest']	Brest
181	Accusé d'avoir menacé le sergent du détachement de soldats embarqués sur le Coventry, de le faire mourir dans un cachot , s'il donnait  au sieur le Blanc la déclaration qu'il lui demandait.	4	P7677	C27765	['Coventry']	Coventry
182	Lieutenant criminel à Rochefort.	4	P7746	C28045	['Rochefort']	Rochefort
183	Aide-major garde-côte des Sables-d'Olonne. Veut armer la frégate la Duchesse de Berry et une corvette pour chasser les corsaires anglais.Il demande des munitions,etc.	4	P7752	C28061	"[""Sables-d'Olonne""]"	Sables-d'Olonne
183	Doit 13000 livres à monsieur le Marquis de Vieuville.La frégate sera vendue à la requête des sieurs Quienot et Micheau,marchand de La Rochelle.Ceyye frégate de 25 canons a été estimé à 23760 livres par le sieur Barnabé Andrieux.	4	P7752	C28063	['La Rochelle']	La Rochelle
183	Placet.A été cannonnier sur l'Indien et a été blessé à la main droite et au pied gauche.	4	P7826	C28189	['Indien']	Indien
185	Chargé d'examiner la conduite du sieur de Cullant.	4	P7865	C28300	['Cullant']	Cullant
185	Sera envoyé aux Sables d'Olonne pour faire une enquête sur conduite du commissaire Pointel.	4	P7865	C28309	"[""Sables d'Olonne""]"	Sables d'Olonne
185	En revenant, il ira Marennes pour régler le différent entre les commissaires Racine et Lebègue.	4	P7865	C28301	['Marennes']	Marennes
185	A été à Marennes.	4	P7865	C28299	['Marennes']	Marennes
187	De Boubes (ou Bongues) puis Royan. Ecrit au ministre pour lui demander que son gendre,le sieur de Polignac soit embarqué pour un voyage de long cours, parce que dans l'oisiveté, il a mené une vie molle et éfféminée qui a dérangé fortement sa vie.	4	P7993	C28593	['Boubes', 'Bongues', 'Royan']	Boubes,Bongues,Royan
190	Le Roi permet au sieur de la Brosse de commander la frégate la Duchesse de Berry, armée par le sieur Moysand des Bardonnières. Finir les affaires de litiges avec le marquis de Vieuxville.	4	P8046	C28722	['Vieuxville']	Vieuxville
190	Major anglais. Demande un passeport pour repasser en Angleterre.	4	P8049	C28727	['Angleterre']	Angleterre
190	Garde de la Marine.Demande à embarquer sur l'Aigle .Recommandé par le ministre.	4	P8052	C28735	['Aigle']	Aigle
191	Pilote lamaneur de La Tremblade.	4	P8105	C29018	['La Tremblade']	La Tremblade
191	Religionnaire.	4	P8105	C29019	['Religionnaire']	Religionnaire
192	Réclame une dette au lieutenant de vaisseau de la Boissière.	4	P8257	C29434	['la Boissière']	la Boissière
192	Réclame une dette au lieutenant de vaisseau de la Boissière.	4	P8257	C29435	['la Boissière']	la Boissière
192	Réclame une dette au lieutenant de vaisseau de la Boissière.	4	P8257	C29436	['la Boissière']	la Boissière
193	Homme d'affaires des armateurs du vaisseau l'Africain. Est en prison.	4	P8273	C29906	['Africain']	Africain
193	Placet de la compagnie des intéressés en l'armement du vaisseau l'Africain en faveur du sieur Olive, qui n'a pas diverti les fonds de la compagnie et qui n'a pas été arrêté que parce qu'il n'a pas voulu consentir au paiement des officiers et de l'équipage sur une autre pied que celui du réglement.	4	P8273	C29908	['Africain']	Africain
194	Nouvelle convertie, mariée au sieur de Beauvais, écrivain du Roi.	4	P8301	C30190	['Beauvais']	Beauvais
196	Major du régiment d'infanterie de Saint-Germain Beaupré. Réclame le paiement d'une dette de 195 livres au sieur Lavoux, ci-devant officier au dit régiment. Le faire payer.	4	P8347	C30394	['Saint-Germain Beaupré']	Saint-Germain Beaupré
196	Fournisseur pour Québec.	4	P8377	C30475	['Québec']	Québec
196	De La Rochelle. L'Intendant a traité avec lui pour le passage au Canada des officiers et soldats de nouvelle levée portés sur trois bateaux marchands. Le prix est de 60 livres par soldat. Le ministre le trouve un peu fort.	4	P8377	C30472	['La Rochelle', 'Canada']	La Rochelle,Canada
196	Vient en France en 1704, comme député de la colonie du Canada. On lui alloura 6 000 livres de frais de voyage. Cette députation ayant été inutile et la somme paraissant trop forte, on ordonna à monsieur Pascaud d'en rendre la moitié. Il s'y refuse, alléguant que ce voyage lui a fait perdre plus que ça. Le ministre voudrait régler ce différent.	4	P8377	C30477	['France', 'Canada']	France,Canada
196	Etat des lettres de change tirées sur monsieur Grandjean, commis de monsieur le trésorier général de la Marine à Rochefort par le sieur Duplessis, leur commis au Canada pour farine fournie par le sieur Pascaud.	4	P8377	C30473	['Rochefort', 'Canada']	Rochefort,Canada
196	Etat des lettres de change tirées sur monsieur Grandjean, commis de monsieur le trésorier général de la Marine à Rochefort par le sieur Duplessis, leur commis au Canada pour farine fournie par le sieur Pascaud.	4	P8377	C30474	['Rochefort', 'Canada']	Rochefort,Canada
197	Le sieur Bon demande pour lui la place de chirugien entretenu vacante à Rochefort par la mort du sieur de La Coste.	4	P8426	C30563	['Rochefort']	Rochefort
197	De Nantes. Sa déposition au sujet du soldat La Montagne.	4	P8457	C30635	['Nantes']	Nantes
197	Ci-devant écrivain sur le Mignon.	4	P8429	C30568	['Mignon']	Mignon
197	Accuse monsieur de Villautray.	4	P8429	C30567	['Villautray']	Villautray
197	Mémoire pour servir de réponse au placet et abrégé de la campagne du Mignon, envoyé de Brest le 7 décembre 1710 à Monseigneur le comte de Pontchartrain par le reste du détachement embarqué sur le dit vaisseau.	4	P8429	C30569	['Brest']	Brest
198	Sergent de la compagnie de Pontmarvis.	4	P8465	C30646	['Pontmarvis']	Pontmarvis
198	Réclame pour toucher la solde de capitaine d'armes, fonction qu'il a remplie sur l'Indien. Placet.	4	P8465	C30645	['Indien']	Indien
198	Offre d'abandonner les appointements dûs à son mari en paiement de la somme qu'elle est obligée de donner au sieur de Clérac pour les trente hommes qui manquent à la compagnie de son mari.	4	P8482	C30678	['Clérac']	Clérac
198	La presser de payer le sieur de Clérac.	4	P8482	C30672	['Clérac']	Clérac
200	Avocat d'Angoulême.	4	P8571	C30949	['Angoulême']	Angoulême
201	Faisant fonctions de commissaire des classes à Concarneau.	4	P8574	C30953	['Concarneau']	Concarneau
202	Munitionnaire. Articles et conditions accordés par le Roi au sieur Charles Pilan, bourgeois de Paris pour la fourniture des vivres aux équipages des vaisseaux de Sa Majesté pendant six années, à commencer au 1er janvier 1711.	4	P8621	C31092	['Paris']	Paris
202	A cause de la rareté du vin, il est autorisé à fournir par tiers : bière, vin et eau-de-vie, pendant l'année 1711.	4	P8621	C31090	['A']	A
202	De La Rochelle. Le ministre a appris qu'il s'est engagé à conduire la flotte ennemie dans la rivière de Québec. L'arrêter s'il se présente à La Rochelle.	4	P8638	C31153	['La Rochelle', 'Québec', 'La Rochelle']	La Rochelle,Québec,La Rochelle
203	D'Essoudun. Gardien des capucins de Rochefort. Lettre à l'Intendant pour demander que les munitionnaires leur fassent l'aumône accoutumée. Ceux-ci trouvent la demande exagérée. Ils donneront aux capucins de Rochefort ce qu'ils donnent à ceux de Brest.	4	P8676	C31220	['Rochefort', 'Rochefort', 'Brest']	Rochefort,Rochefort,Brest
204	Lieutenant-général garde-côte à Talmont. Gentilhomme du Périgord, âgé de 40 ans, enseigne de vaisseau. Il est de ces gens dont on ne sait que dire.	4	P8725	C31412	['Talmont']	Talmont
204	Il y a deux branches de la famille Polignac établies en Saintonge. Un Polignac demande un certificat de garde de la Marine.	4	P8725	C31403	['Saintonge']	Saintonge
204	Reprend du service à Rochefort.	4	P8725	C31418	['Rochefort']	Rochefort
205	Sa belle-mère , Madame de La Mothe se plaint de lui. Faire mettre ses deux filles au couvent de Saintes et les fils dans un collège pour y être élevés dans la religion catholique.	4	P8725	C31420	['Saintes']	Saintes
205	N'a pas assisté à la dernière revue. Ses deux filles ont été mises au couvent de Saintes.	4	P8725	C31413	['Saintes']	Saintes
205	Le forcer à payer la subsistance de ses enfants mis à Saintes et à Poitiers.	4	P8725	C31406	['Saintes', 'Poitiers']	Saintes,Poitiers
205	De retour à Rochefort, il n'est pas mis à l'amiral parce qu'il est atteint d'une cresypile [érysipèle] avec dartre vive sur le corps avec trois ouvertures très douloureuses.	4	P8725	C31397	['Rochefort']	Rochefort
205	Ordre de l'arrêter et de le conduire au château d'Oléron.	4	P8725	C31416	"[""château d'Oléron""]"	château d'Oléron
205	Il a été conduit au Château d'Oléron par le prévot de la Marine.	4	P8725	C31400	"[""Château d'Oléron""]"	Château d'Oléron
205	Parti de Rochefort sans permission, l'arrêter et le mettre au Château d'Oléron.	4	P8725	C31417	"['Rochefort', ""Château d'Oléron""]"	Rochefort,Château d'Oléron
208	Ingénieur, sert à La Rochelle.	4	P8839	C31974	['La Rochelle']	La Rochelle
208	Ingénieur, sert à La Rochelle.	4	P8839	C31975	['La Rochelle']	La Rochelle
209	Négociant de La Rochelle.	4	P8902	C32270	['La Rochelle']	La Rochelle
209	Est en affaires avec le sieur de Bailleul.	4	P8902	C32268	['Bailleul']	Bailleul
211	Trésorier de l'amirauté de La Rochelle.	4	P8944	C32453	['La Rochelle']	La Rochelle
211	Receveur des échouements à La Rochelle. Fait un procès non justifié au sieur Thiercelin [Tiercelin]	4	P8944	C32450	['La Rochelle']	La Rochelle
211	A perdu de ll'argent dans sa fourniture de bois. Le Roi lui accorde une indemnité de 25 %.	4	P8944	C32446	['A']	A
211	Receveur des échouements à La Rochelle. Fait un procès non justifié au sieur Thiercelin [Tiercelin]	4	P8944	C32451	['La Rochelle']	La Rochelle
212	Employé de la compagnie de l'Assiente sur l'Amphitrite en qualité de lieutenant. Demande que le Roi lui confirme ce grade. Refusé.	4	P8982	C32540	['Amphitrite']	Amphitrite
212	Enseigne de vaisseau sur la Renommée. Mort à Saint-Domingue.	4	P9019	C32676	['Saint-Domingue']	Saint-Domingue
213	Se plaint au ministre des mauvais traitements que le sieur de Remonville a fait à son mari. Pontchartrain lui fait dire qu'il sera toujours disposé à lui rendre service à cause des services de monsieur de Reals et surtout en considération de l'archevêque de Cambrai.	4	P9024	C32691	['Remonville', 'Cambrai']	Remonville,Cambrai
213	Demande une maison abandonnée par les religionnaires.	4	P9024	C32687	['Demande']	Demande
213	Continue de demander le don de la maison d'un réfugié de La Rochelle.	4	P9024	C32685	['La Rochelle']	La Rochelle
214	Expédié par le sieur de Remonville au roi d'Espagne pour prendre ses dépêches pour les Indes.	4	P9049	C32747	['Remonville', 'Espagne', 'Indes']	Remonville,Espagne,Indes
218	Marchand de La Rochelle.	4	P9056	C32763	['La Rochelle']	La Rochelle
218	De Marennes. Se plaint des fermiers du tabac.	4	P9056	C32761	['Marennes']	Marennes
220	Trésorier particulier des Invalides de l'amirauté de Marennes.	4	P9169	C33023	['Invalides', 'Marennes']	Invalides,Marennes
221	Trésorier des Invalides de la Marine à Marennes.	4	P9241	C33537	['Invalides de la Marine', 'Marennes']	Invalides de la Marine,Marennes
221	Trésorier des Invalides de la Marine à Marennes.	4	P9241	C33538	['Invalides de la Marine', 'Marennes']	Invalides de la Marine,Marennes
221	Plainte des Invalides dont la solde est très en retard.	4	P9241	C33534	['Invalides']	Invalides
197	Trésorier des invalides à Marennes.	5	P9241	C33539	['Marennes']	Marennes
226	Doit 889 livres aux Invalides de l'amirauté de Marennes.	6	P9241	C33525	['Invalides', 'Marennes']	Invalides,Marennes
226	Doit 889 livres aux Invalides de l'amirauté de Marennes.	6	P9241	C33526	['Invalides', 'Marennes']	Invalides,Marennes
226	Débiteur envers la caisse des Invalides de Marennes, a laissé avant son départ pour Québec, un titre de rente sur la généralité de La Rochelle.	6	P9241	C33527	['Invalides de Marennes', 'Québec', 'La Rochelle']	Invalides de Marennes,Québec,La Rochelle
247	Il lui est dû 840 livres d’arrérages à compte de son débit à la caisse des invalides de l’amirauté de Marennes.	7	P9241	C33528	['Marennes']	Marennes
248	Réclame une quittance de finances disposée au contrôle de la marine à Rochefort, Elle lui sera remise quand sa dette sera acquittée.	7	P9241	C33535	['Rochefort']	Rochefort
179	Ci-devant trésorier des invalides de l’amirauté de Marennes acquitté	8	P9241	C33523	['Marennes']	Marennes
179	Ci-devant trésorier des invalides de l’amirauté de Marennes acquitté	8	P9241	C33524	['Marennes']	Marennes
221	Le ministre écrit à l'Intendant pour l'avertir que le Roi d'Angleterre va se rendre incognito à Bordeaux. Il pourrait aller jusqu'à Rochefort. Le recevoir sans honneurs offiCompagniels, mais avec des attentions et des manières prévenantes.	4	P9246	C33554	['Bordeaux', 'Rochefort']	Bordeaux,Rochefort
248	Vicaire de la paroisse de Saint-Barthélémy de la Rochelle.	7	P9288	C33626	['Saint-Barthélémy de la Rochelle']	Saint-Barthélémy de la Rochelle
223	Veuve d'un officier. Lettre dans laquelle elle expose qu'elle est veuve d'un officier, que son fils est lieutenant d'infanterie en Espagne, et qu'elle doit être exemptée de l'impôt de la taille.	4	P9357	C33841	['Espagne']	Espagne
224	Matelot du Port des Barques. Pris sur un corsaire de Jersey, capturé par Monsieur de Bouteville. Le renvoyer chez lui s'il est catholique.	4	P9366	C33854	['Jersey']	Jersey
199	Canonnier à la Louisiane, réclame pour sa solde.	5	P9366	C33852	['Louisiane']	Louisiane
224	Chirurgien du département de Rochefort. Actuellement habitant Paris, à la demi-solde à raison de 15 livres par mois. Le faire payer.	4	P9372	C33889	['Rochefort', 'Paris']	Rochefort,Paris
225	Nommé enseigne de la compagnie de Donnery.	4	P9441	C34349	['Donnery']	Donnery
225	Détenu pendant quelques temps dans le château des îles Sainte-Marguerite. Il a été nourri par le commandant Monsieur de La Motte Guerin. Il refuse de payer sa dette qu'il a signée en partant.	4	P9441	C34347	['îles Sainte-Marguerite']	îles Sainte-Marguerite
225	Toujours malade à Rochefort. Demande à embarquer le plus tôt possible.	4	P9441	C34350	['Rochefort']	Rochefort
225	Demande à retourner à Toulon. Refusé.	4	P9441	C34345	['Toulon']	Toulon
226	Embarque sur le Ludlow.	4	P9475	C34447	['Ludlow']	Ludlow
230	Enseigne des compagnies de l'Acadie. Se trouve à Plaisance.	4	P9611	C35264	['Acadie', 'Plaisance']	Acadie,Plaisance
231	Capitaine d'une compagnie de Plaisance, demande des lettres d'Etat.	4	P9611	C35261	['Plaisance']	Plaisance
231	Destiné pour le Canada.	4	P9611	C35262	['Canada']	Canada
